sim1	sim2	equ	niche_overlap_F$D	niche_overlap_T$D	stability.index	expansion.index	unfilling.index	species	threshold
0.267326733	0.059405941	1	0.000160272	0.001046162	0.104687787	0.895312213	0.229335167	amaama	0.3
0.188118812	0.03960396	1	0.000160272	0.001046162	0.106124345	0.893875655	0.271601438	amaama	0.25
0.376237624	0.03960396	1	0.000160272	0.001046162	0.106486102	0.893513898	0.394795644	amaama	0.2
0.257425743	0.03960396	1	0.000160272	0.001046162	0.106969495	0.893030505	0.507673908	amaama	0.15
0.227722772	0.079207921	1	0.000160272	0.001046162	0.107225817	0.892774183	0.566524969	amaama	0.1
0.287128713	0.059405941	1	0.000160272	0.001046162	0.107225817	0.892774183	0.596101627	amaama	0.05
0.386138614	0.04950495	1	0.000160272	0.001046162	0.107225817	0.892774183	0.715030326	amaama	0
1	1	NA	0	0	NaN	NaN	NaN	agaros	1
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.95
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.9
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.85
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.8
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.75
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.7
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.65
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.6
1	1	NA	0	0	NaN	NaN	1	agaros	0.55
1	1	NA	0	0	NaN	NaN	1	agaros	0.5
1	1	NA	0	0	NaN	NaN	1	agaros	0.45
1	1	NA	0	0	NaN	NaN	1	agaros	0.4
1	1	NA	0	0	NaN	NaN	1	agaros	0.35
1	1	NA	0	0	NaN	NaN	1	agaros	0.3
1	1	NA	0	0	NaN	NaN	1	agaros	0.25
1	1	NA	0	0	0	1	1	agaros	0.2
1	1	NA	0	0	0	1	1	agaros	0.15
1	1	NA	0	0	0	1	1	agaros	0.1
1	1	NA	0	0	0	1	1	agaros	0.05
1	1	NA	0	0	0	1	1	agaros	0
1	1	NA	0	0	NaN	NaN	NaN	agaper	1
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.95
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.9
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.85
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.8
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.75
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.7
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.65
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.6
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.55
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.5
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.45
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.4
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.35
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.3
1	1	NA	0	0	NaN	NaN	NaN	agaper	0.25
1	1	NA	0	0	NaN	NaN	1	agaper	0.2
1	1	NA	0	0	NaN	NaN	1	agaper	0.15
1	1	NA	0	0	NaN	NaN	1	agaper	0.1
1	1	NA	0	0	NaN	NaN	1	agaper	0.05
1	1	NA	0	0	NaN	NaN	1	agaper	0
1	1	NA	0	0	NaN	NaN	NaN	agafis	1
1	1	NA	0	0	NaN	NaN	NaN	agafis	0.95
1	1	NA	0	0	NaN	NaN	NaN	agafis	0.9
1	1	NA	0	0	NaN	NaN	NaN	agafis	0.85
1	1	NA	0	0	NaN	NaN	NaN	agafis	0.8
1	1	NA	0	0	NaN	NaN	NaN	agafis	0.75
1	1	NA	0	0	NaN	NaN	NaN	agafis	0.7
1	1	NA	0	0	NaN	NaN	NaN	agafis	0.65
1	1	NA	0	0	NaN	NaN	NaN	agafis	0.6
1	1	NA	0	0	NaN	NaN	1	agafis	0.55
1	1	NA	0	0	NaN	NaN	1	agafis	0.5
1	1	NA	0	0	NaN	NaN	1	agafis	0.45
1	1	NA	0	0	NaN	NaN	1	agafis	0.4
1	1	NA	0	0	NaN	NaN	1	agafis	0.35
1	1	1	0	0	NaN	NaN	1	agafis	0.3
1	1	NA	0	0	NaN	NaN	1	agafis	0.25
1	1	NA	0	0	NaN	NaN	1	agafis	0.2
1	1	NA	0	0	NaN	NaN	1	agafis	0.15
1	1	NA	0	0	NaN	NaN	1	agafis	0.1
1	1	NA	0	0	NaN	NaN	1	agafis	0.05
1	1	NA	0	0	NaN	NaN	1	agafis	0
0.376237624	0.03960396	NA	0.007130238	0.00646183	NaN	NaN	NaN	acrtri	1
0.356435644	0.04950495	NA	0.007130238	0.00646183	NaN	NaN	NaN	acrtri	0.95
0.336633663	0.01980198	NA	0.007130238	0.00646183	NaN	NaN	NaN	acrtri	0.9
0.306930693	0.059405941	NA	0.007130238	0.00646183	0	1	NaN	acrtri	0.85
0.277227723	0.03960396	NA	0.007130238	0.00646183	0	1	NaN	acrtri	0.8
0.336633663	0.03960396	NA	0.007130238	0.00646183	0	1	NaN	acrtri	0.75
0.326732673	0.01980198	NA	0.007130238	0.00646183	0.012223639	0.987776361	0	acrtri	0.7
0.346534653	0.069306931	NA	0.007130238	0.00646183	0.022845619	0.977154381	0	acrtri	0.65
0.306930693	0.01980198	NA	0.007130238	0.00646183	0.075369479	0.924630521	0.094113543	acrtri	0.6
0.376237624	0.00990099	NA	0.007130238	0.00646183	0.098864528	0.901135472	0.150743059	acrtri	0.55
0.306930693	0.00990099	NA	0.007130238	0.00646183	0.118265175	0.881734825	0.305392897	acrtri	0.5
0.287128713	0.04950495	NA	0.007130238	0.00646183	0.13764064	0.86235936	0.31529818	acrtri	0.45
0.316831683	0.03960396	NA	0.007130238	0.00646183	0.144544815	0.855455185	0.301502944	acrtri	0.4
0.237623762	0.04950495	NA	0.007130238	0.00646183	0.14513514	0.85486486	0.310761642	acrtri	0.35
0.306930693	0.059405941	NA	0.007130238	0.00646183	0.148881504	0.851118496	0.315974141	acrtri	0.3
0.376237624	0.00990099	NA	0.007130238	0.00646183	0.153185979	0.846814021	0.297582985	acrtri	0.25
0.257425743	0.02970297	NA	0.007130238	0.00646183	0.152086075	0.847913925	0.303058071	acrtri	0.2
0.267326733	0.03960396	NA	0.007130238	0.00646183	0.151502643	0.848497357	0.309031537	acrtri	0.15
0.346534653	0.03960396	NA	0.007130238	0.00646183	0.159303055	0.840696945	0.286696812	acrtri	0.1
0.376237624	0.03960396	NA	0.007130238	0.00646183	0.157172873	0.842827127	0.286696812	acrtri	0.05
0.415841584	0.03960396	NA	0.007130238	0.00646183	0.156840196	0.843159804	0.289329483	acrtri	0
0.01980198	0.089108911	0.663366337	0.133319721	0.281537459	NaN	NaN	NaN	acrcri	1
0.00990099	0.099009901	0.673267327	0.133319721	0.281537459	NaN	NaN	NaN	acrcri	0.95
0.03960396	0.118811881	0.643564356	0.133319721	0.281537459	NaN	NaN	NaN	acrcri	0.9
0.00990099	0.069306931	0.574257426	0.133319721	0.281537459	1	0	0.741993789	acrcri	0.85
0.02970297	0.069306931	0.673267327	0.133319721	0.281537459	1	0	0.639952985	acrcri	0.8
0.03960396	0.099009901	0.683168317	0.133319721	0.281537459	1	0	0.667780491	acrcri	0.75
0.00990099	0.02970297	0.643564356	0.133319721	0.281537459	0.992291816	0.007708184	0.639672253	acrcri	0.7
0.00990099	0.108910891	0.663366337	0.133319721	0.281537459	0.957508716	0.042491284	0.650636102	acrcri	0.65
0.01980198	0.079207921	0.633663366	0.133319721	0.281537459	0.950583466	0.049416534	0.652795792	acrcri	0.6
0.01980198	0.099009901	0.594059406	0.133319721	0.281537459	0.94181356	0.05818644	0.642928931	acrcri	0.55
0.00990099	0.069306931	0.653465347	0.133319721	0.281537459	0.928064089	0.071935911	0.636812299	acrcri	0.5
0.01980198	0.099009901	0.643564356	0.133319721	0.281537459	0.923309317	0.076690683	0.620150527	acrcri	0.45
0.01980198	0.128712871	0.702970297	0.133319721	0.281537459	0.916461546	0.083538454	0.616541852	acrcri	0.4
0.02970297	0.099009901	0.702970297	0.133319721	0.281537459	0.915833576	0.084166424	0.61354601	acrcri	0.35
0.00990099	0.089108911	0.613861386	0.133319721	0.281537459	0.916929848	0.083070152	0.617585841	acrcri	0.3
0.00990099	0.089108911	0.752475248	0.133319721	0.281537459	0.915236528	0.084763472	0.620192787	acrcri	0.25
0.02970297	0.059405941	0.702970297	0.133319721	0.281537459	0.915960614	0.084039386	0.626359811	acrcri	0.2
0.01980198	0.069306931	0.653465347	0.133319721	0.281537459	0.916165252	0.083834748	0.629765466	acrcri	0.15
0.00990099	0.099009901	0.673267327	0.133319721	0.281537459	0.916165252	0.083834748	0.638965273	acrcri	0.1
0.02970297	0.059405941	0.702970297	0.133319721	0.281537459	0.916165252	0.083834748	0.646035092	acrcri	0.05
0.02970297	0.099009901	0.584158416	0.133319721	0.281537459	0.916165252	0.083834748	0.653729401	acrcri	0
